permit_type,permit_subtype,permit_street_address,permit_lot_size,contractor,contractor_address,submitted_date,issued_date,inspector
Maintenance,Plumbing,75436 Case Roads Suite 435,1.96 acres,Quinn Inc,7398 Young Meadow Falls,1568764800,1569369600,Brian Ochoa
Maintenance,Mechanical,057 Debra Ramp,0.57 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1568764800,1569542400,Stephanie White
Building,New Construction,573 Townsend Forks,1.32 acres,Lucero-Rich,6977 Ward Glens Dale,1568764800,1569456000,Brian Ochoa
Maintenance,Plumbing,54175 Rodriguez Fork,1.43 acres,Roth-Garcia,5547 Schroeder Glens Courts,1568764800,1569801600,Stephanie White
Maintenance,Plumbing,145 Laura Ferry Suite 022,0.93 acres,Mercado and Sons,8410 Katie Heights Flats,1568851200,1569456000,Brian Ochoa
Building,Rennovation,4066 Ross Track,1.02 acres,Mercado and Sons,8410 Katie Heights Flats,1568937600,1571097600,Lauren Ayala
Building,New Construction,959 Taylor Tunnel,1.15 acres,Reese Ltd,2506 Johnson Garden Run,1568937600,1569715200,Edward Woods
Maintenance,Electrical,075 Dunn Mountain Suite 360,0.88 acres,Reese Ltd,2506 Johnson Garden Run,1568937600,1569456000,Lauren Ayala
Building,New Construction,8891 Aguirre Dam Apt. 569,1.19 acres,Bray Ltd,6147 Amanda Center Pines,1569024000,1569801600,Lauren Ayala
Maintenance,Mechanical,152 William Shore Suite 147,0.48 acres,Blair-Williams,2618 Marshall Summit Passage,1569024000,1569628800,Edward Woods
Maintenance,Plumbing,81328 David Court Apt. 748,1.82 acres,Reese Ltd,2506 Johnson Garden Run,1569024000,1569715200,Brian Ochoa
Building,Rennovation,858 Frank Crossroad Suite 293,0.57 acres,Roth-Garcia,5547 Schroeder Glens Courts,1569024000,1570924800,Stephanie White
Building,Rennovation,9892 Mcbride Ridge,2.26 acres,Quinn Inc,7398 Young Meadow Falls,1569110400,1571097600,Edward Woods
Maintenance,Electrical,02124 Lin Track Suite 478,1.18 acres,Lawson Group,5562 Deleon Isle Expressway,1569110400,1569801600,Edward Woods
Maintenance,Mechanical,50794 Perry Manor Apt. 288,1.91 acres,Reese Ltd,2506 Johnson Garden Run,1569196800,1570406400,Stephanie White
Building,New Construction,8186 Montgomery View,0.62 acres,Blair-Williams,2618 Marshall Summit Passage,1569196800,1569888000,Stephanie White
Maintenance,Mechanical,68538 Graham Square Apt. 948,1.01 acres,Bray Ltd,6147 Amanda Center Pines,1569196800,1569888000,Brian Ochoa
Maintenance,Mechanical,73536 Sherman Shores,1.28 acres,Roth-Garcia,5547 Schroeder Glens Courts,1569196800,1569974400,Lauren Ayala
Maintenance,Plumbing,844 Williams Circle,0.81 acres,Lucero-Rich,6977 Ward Glens Dale,1569283200,1569974400,Stephanie White
Maintenance,Mechanical,646 Larry Avenue Suite 663,2.12 acres,Reese Ltd,2506 Johnson Garden Run,1569283200,1570492800,Stephanie White
Maintenance,Plumbing,90794 Clark Fort Suite 694,0.54 acres,Quinn Inc,7398 Young Meadow Falls,1569283200,1570060800,Stephanie White
Maintenance,Plumbing,82116 Taylor Rest,0.94 acres,Mercado and Sons,8410 Katie Heights Flats,1569283200,1569974400,Stephanie White
Maintenance,Mechanical,54163 Aguirre Parkways Suite 670,0.5 acres,Reese Ltd,2506 Johnson Garden Run,1569369600,1570233600,Stephanie White
Maintenance,Electrical,3505 Jennifer Islands Suite 757,0.8 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1569369600,1570233600,Stephanie White
Building,Rennovation,478 Bowman Cove Suite 108,0.95 acres,Reese Ltd,2506 Johnson Garden Run,1569456000,1571529600,Brian Ochoa
Building,New Construction,5685 Sanchez Centers,1.86 acres,Lucero-Rich,6977 Ward Glens Dale,1569456000,1570147200,Edward Woods
Maintenance,Plumbing,7786 Mitchell Ridge Apt. 197,1.74 acres,Quinn Inc,7398 Young Meadow Falls,1569456000,1570060800,Lauren Ayala
Building,New Construction,9842 Weber Fork,1.29 acres,Lawson Group,5562 Deleon Isle Expressway,1569542400,1570492800,Stephanie White
Maintenance,Electrical,20934 Richardson Meadows,1.13 acres,Mercado and Sons,8410 Katie Heights Flats,1569542400,1570147200,Lauren Ayala
Building,Rennovation,206 Brian Pine,0.46 acres,Blair-Williams,2618 Marshall Summit Passage,1569542400,1571529600,Brian Ochoa
Maintenance,Electrical,793 Pierce Path,0.7 acres,Blair-Williams,2618 Marshall Summit Passage,1569542400,1570147200,Lauren Ayala
Building,New Construction,798 Chelsea Estates Suite 303,1.55 acres,Bray Ltd,6147 Amanda Center Pines,1569542400,1570147200,Brian Ochoa
Maintenance,Plumbing,7976 Mendoza Mountains Apt. 183,1.33 acres,Bray Ltd,6147 Amanda Center Pines,1569542400,1570233600,Edward Woods
Building,Rennovation,960 Walters Ports Suite 839,1.04 acres,Quinn Inc,7398 Young Meadow Falls,1569628800,1571788800,Edward Woods
Maintenance,Electrical,359 Tom Orchard Apt. 960,0.84 acres,Roth-Garcia,5547 Schroeder Glens Courts,1569628800,1570233600,Edward Woods
Maintenance,Mechanical,79092 Castillo Junction Suite 915,1.68 acres,Roth-Garcia,5547 Schroeder Glens Courts,1569628800,1570838400,Stephanie White
Building,New Construction,8799 Alexander Parks,0.7 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1569628800,1570060800,Edward Woods
Building,New Construction,03428 Jenna Vista,1.46 acres,Reese Ltd,2506 Johnson Garden Run,1569628800,1570320000,Edward Woods
Maintenance,Mechanical,86318 White Mission,1.08 acres,Quinn Inc,7398 Young Meadow Falls,1569715200,1570320000,Brian Ochoa
Maintenance,Plumbing,25360 Lindsay Squares,1.49 acres,Mercado and Sons,8410 Katie Heights Flats,1569715200,1570406400,Edward Woods
Maintenance,Mechanical,08676 Lisa Crest,1.16 acres,Roth-Garcia,5547 Schroeder Glens Courts,1569715200,1570406400,Edward Woods
Maintenance,Electrical,8891 Robinson Ford,1.08 acres,Lucero-Rich,6977 Ward Glens Dale,1569715200,1570665600,Stephanie White
Maintenance,Mechanical,35242 Watkins Springs Apt. 702,0.89 acres,Roth-Garcia,5547 Schroeder Glens Courts,1569801600,1570579200,Edward Woods
Maintenance,Mechanical,4767 Silva Path,0.77 acres,Blair-Williams,2618 Marshall Summit Passage,1569801600,1570752000,Stephanie White
Building,New Construction,185 Zachary Underpass,1.14 acres,Bray Ltd,6147 Amanda Center Pines,1569888000,1570665600,Lauren Ayala
Building,Rennovation,497 Mark Extensions,2.17 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1569888000,1572220800,Lauren Ayala
Maintenance,Mechanical,2126 William Landing,1.76 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1569888000,1570838400,Edward Woods
Maintenance,Plumbing,3061 Turner Circles Apt. 218,0.59 acres,Mercado and Sons,8410 Katie Heights Flats,1569888000,1570665600,Stephanie White
Maintenance,Electrical,620 Jeremy Inlet,0.43 acres,Lucero-Rich,6977 Ward Glens Dale,1569974400,1570838400,Stephanie White
Maintenance,Mechanical,35269 Courtney Plaza Suite 793,0.96 acres,Lawson Group,5562 Deleon Isle Expressway,1569974400,1570492800,Edward Woods
Maintenance,Mechanical,18962 Walters Run Suite 437,1.08 acres,Bray Ltd,6147 Amanda Center Pines,1569974400,1570579200,Brian Ochoa
Building,New Construction,915 Rhonda Brook,1.22 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1570060800,1570838400,Lauren Ayala
Building,Rennovation,781 Olson Parkway,1.52 acres,Roth-Garcia,5547 Schroeder Glens Courts,1570060800,1571788800,Edward Woods
Maintenance,Electrical,25212 Lauren Trail Suite 713,0.68 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1570060800,1570665600,Lauren Ayala
Maintenance,Mechanical,41251 Teresa Fort Suite 542,1.66 acres,Quinn Inc,7398 Young Meadow Falls,1570060800,1571270400,Stephanie White
Maintenance,Electrical,51801 Adkins Crescent Suite 251,0.62 acres,Bray Ltd,6147 Amanda Center Pines,1570147200,1570752000,Lauren Ayala
Maintenance,Plumbing,22660 Jennifer Parkways,0.77 acres,Quinn Inc,7398 Young Meadow Falls,1570147200,1570752000,Edward Woods
Building,New Construction,7219 Jane Meadow Suite 788,1.2 acres,Reese Ltd,2506 Johnson Garden Run,1570147200,1570924800,Lauren Ayala
Maintenance,Plumbing,6677 James Harbor,1.23 acres,Mercado and Sons,8410 Katie Heights Flats,1570147200,1571011200,Edward Woods
Maintenance,Mechanical,0538 Robert Shoal,0.69 acres,Lawson Group,5562 Deleon Isle Expressway,1570233600,1570838400,Lauren Ayala
Building,Rennovation,1496 George Vista,2.18 acres,Quinn Inc,7398 Young Meadow Falls,1570233600,1572912000,Stephanie White
Building,Rennovation,827 Christopher Mills,1.75 acres,Quinn Inc,7398 Young Meadow Falls,1570233600,1572220800,Lauren Ayala
Maintenance,Mechanical,0107 Nancy Lights Suite 073,0.68 acres,Bray Ltd,6147 Amanda Center Pines,1570233600,1570838400,Lauren Ayala
Maintenance,Mechanical,27563 Curry Plains,1.12 acres,Roth-Garcia,5547 Schroeder Glens Courts,1570320000,1571443200,Stephanie White
Maintenance,Electrical,73254 Duncan Square Suite 821,0.58 acres,Blair-Williams,2618 Marshall Summit Passage,1570320000,1570752000,Brian Ochoa
Building,New Construction,9067 Jeffrey Parkway Apt. 351,2.52 acres,Roth-Garcia,5547 Schroeder Glens Courts,1570406400,1571184000,Lauren Ayala
Maintenance,Mechanical,481 Ricky Lock Suite 213,0.62 acres,Blair-Williams,2618 Marshall Summit Passage,1570406400,1570924800,Brian Ochoa
Maintenance,Electrical,2320 John Brooks Suite 827,0.63 acres,Lawson Group,5562 Deleon Isle Expressway,1570492800,1570838400,Brian Ochoa
Maintenance,Plumbing,244 Kyle Island Apt. 673,0.71 acres,Lucero-Rich,6977 Ward Glens Dale,1570579200,1571443200,Stephanie White
Building,Rennovation,0970 Peterson Mission,0.64 acres,Mercado and Sons,8410 Katie Heights Flats,1570579200,1572393600,Brian Ochoa
Building,Rennovation,2365 Rachel Manor,0.47 acres,Lucero-Rich,6977 Ward Glens Dale,1570579200,1572220800,Lauren Ayala
Building,Rennovation,473 Cook Overpass Suite 239,0.65 acres,Bray Ltd,6147 Amanda Center Pines,1570579200,1572739200,Stephanie White
Maintenance,Electrical,64878 Kathryn View,0.75 acres,Lucero-Rich,6977 Ward Glens Dale,1570579200,1571184000,Brian Ochoa
Maintenance,Mechanical,05048 Chelsey Grove Suite 108,0.55 acres,Bray Ltd,6147 Amanda Center Pines,1570579200,1571270400,Lauren Ayala
Maintenance,Electrical,515 Glover Well Suite 485,1.5 acres,Bray Ltd,6147 Amanda Center Pines,1570665600,1571270400,Brian Ochoa
Building,New Construction,779 Barker Club,0.39 acres,Bray Ltd,6147 Amanda Center Pines,1570665600,1571270400,Lauren Ayala
Building,Rennovation,71394 Michelle Canyon,1.07 acres,Reese Ltd,2506 Johnson Garden Run,1570752000,1572480000,Edward Woods
Maintenance,Electrical,066 Charles Brooks Suite 720,1.11 acres,Bray Ltd,6147 Amanda Center Pines,1570752000,1571356800,Edward Woods
Building,New Construction,037 Joseph Light Suite 356,0.79 acres,Roth-Garcia,5547 Schroeder Glens Courts,1570752000,1571270400,Lauren Ayala
Maintenance,Mechanical,8505 Sanchez Overpass,1.36 acres,Bray Ltd,6147 Amanda Center Pines,1570752000,1571961600,Stephanie White
Building,Rennovation,857 Robert Mountains,1.31 acres,Mercado and Sons,8410 Katie Heights Flats,1570838400,1572652800,Edward Woods
Maintenance,Mechanical,97190 Garner Harbor Apt. 431,0.55 acres,Roth-Garcia,5547 Schroeder Glens Courts,1570838400,1571356800,Brian Ochoa
Building,New Construction,59444 Vaughan River,1.0 acres,Roth-Garcia,5547 Schroeder Glens Courts,1570838400,1571356800,Edward Woods
Building,Rennovation,26932 Parks Village,0.71 acres,Lucero-Rich,6977 Ward Glens Dale,1570924800,1572652800,Brian Ochoa
Maintenance,Plumbing,83452 Travis Corners,2.02 acres,Blair-Williams,2618 Marshall Summit Passage,1570924800,1571875200,Stephanie White
Maintenance,Plumbing,5933 Montgomery Manors Suite 142,0.55 acres,Lawson Group,5562 Deleon Isle Expressway,1570924800,1571356800,Edward Woods
Maintenance,Electrical,25312 Johnson Union Suite 887,0.96 acres,Lawson Group,5562 Deleon Isle Expressway,1570924800,1571702400,Stephanie White
Maintenance,Mechanical,9477 Murphy Islands Suite 095,1.64 acres,Roth-Garcia,5547 Schroeder Glens Courts,1571011200,1571788800,Brian Ochoa
Building,Rennovation,40130 Natalie Plains Suite 798,0.35 acres,Reese Ltd,2506 Johnson Garden Run,1571011200,1573257600,Stephanie White
Building,Rennovation,4391 Ramirez Unions Suite 104,1.31 acres,Roth-Garcia,5547 Schroeder Glens Courts,1571097600,1573430400,Stephanie White
Building,New Construction,8743 Jacobson Knolls Suite 544,1.04 acres,Lawson Group,5562 Deleon Isle Expressway,1571097600,1571788800,Brian Ochoa
Building,New Construction,3760 Davidson Valleys Suite 332,1.71 acres,Reese Ltd,2506 Johnson Garden Run,1571097600,1571788800,Brian Ochoa
Maintenance,Electrical,4798 Richard Ranch Apt. 581,2.63 acres,Bray Ltd,6147 Amanda Center Pines,1571097600,1572134400,Stephanie White
Maintenance,Plumbing,6987 Emily Track Apt. 024,0.87 acres,Blair-Williams,2618 Marshall Summit Passage,1571097600,1571875200,Stephanie White
Maintenance,Mechanical,4133 Walker Course,1.23 acres,Lawson Group,5562 Deleon Isle Expressway,1571184000,1571875200,Lauren Ayala
Maintenance,Mechanical,9780 Dylan Fort,1.68 acres,Lawson Group,5562 Deleon Isle Expressway,1571184000,1571961600,Edward Woods
Maintenance,Mechanical,4162 Mary Rue,1.29 acres,Bray Ltd,6147 Amanda Center Pines,1571270400,1572307200,Stephanie White
Maintenance,Mechanical,7751 Paula Dam Suite 634,1.29 acres,Lucero-Rich,6977 Ward Glens Dale,1571270400,1572134400,Edward Woods
Building,Rennovation,67803 Rodriguez Plains,1.15 acres,Roth-Garcia,5547 Schroeder Glens Courts,1571356800,1573430400,Stephanie White
Building,New Construction,48321 Samantha Points Suite 991,1.85 acres,Blair-Williams,2618 Marshall Summit Passage,1571356800,1572048000,Brian Ochoa
Maintenance,Electrical,473 Casey Throughway,0.74 acres,Reese Ltd,2506 Johnson Garden Run,1571356800,1571788800,Brian Ochoa
Maintenance,Plumbing,986 Rodney Courts Suite 603,1.74 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1571356800,1572134400,Lauren Ayala
Building,New Construction,598 Hudson Common,0.63 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1571356800,1571961600,Edward Woods
Building,New Construction,11696 Webb Summit Apt. 780,1.21 acres,Quinn Inc,7398 Young Meadow Falls,1571443200,1571961600,Brian Ochoa
Maintenance,Electrical,0545 Lauren Point Apt. 656,1.79 acres,Reese Ltd,2506 Johnson Garden Run,1571443200,1572048000,Brian Ochoa
Maintenance,Mechanical,2811 Thomas Lodge,0.78 acres,Mercado and Sons,8410 Katie Heights Flats,1571443200,1572048000,Edward Woods
Maintenance,Mechanical,6235 Susan Extension,0.99 acres,Quinn Inc,7398 Young Meadow Falls,1571443200,1572048000,Lauren Ayala
Building,Rennovation,2630 Jesus Mills,1.11 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1571529600,1573603200,Edward Woods
Maintenance,Electrical,52797 John Cliffs Apt. 195,1.9 acres,Roth-Garcia,5547 Schroeder Glens Courts,1571616000,1572566400,Stephanie White
Maintenance,Electrical,4986 Carey Stravenue,1.11 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1571616000,1572393600,Edward Woods
Building,New Construction,29834 Kevin Alley,0.6 acres,Mercado and Sons,8410 Katie Heights Flats,1571616000,1572220800,Edward Woods
Building,Rennovation,06998 Kimberly Rue,3.78 acres,Lawson Group,5562 Deleon Isle Expressway,1571616000,1574035200,Stephanie White
Building,Rennovation,038 Daniel Rest,0.78 acres,Roth-Garcia,5547 Schroeder Glens Courts,1571702400,1573689600,Brian Ochoa
Building,New Construction,6884 Ortiz Crossroad,0.92 acres,Bray Ltd,6147 Amanda Center Pines,1571702400,1572220800,Brian Ochoa
Building,Rennovation,06741 Lori Grove Suite 784,0.99 acres,Mercado and Sons,8410 Katie Heights Flats,1571702400,1573084800,Brian Ochoa
Building,Rennovation,210 Michael Island,1.24 acres,Mercado and Sons,8410 Katie Heights Flats,1571788800,1573862400,Lauren Ayala
Maintenance,Mechanical,45250 Wilson Points Suite 610,2.1 acres,Bray Ltd,6147 Amanda Center Pines,1571788800,1572566400,Brian Ochoa
Building,New Construction,850 Campbell Landing,0.88 acres,Bray Ltd,6147 Amanda Center Pines,1571788800,1572480000,Stephanie White
Maintenance,Plumbing,369 Dillon Plain Suite 296,0.75 acres,Lucero-Rich,6977 Ward Glens Dale,1571875200,1572220800,Brian Ochoa
Maintenance,Mechanical,6162 Lara Road Apt. 405,1.16 acres,Lucero-Rich,6977 Ward Glens Dale,1571875200,1572652800,Lauren Ayala
Maintenance,Electrical,1306 Morris Haven Apt. 328,0.96 acres,Roth-Garcia,5547 Schroeder Glens Courts,1571875200,1572480000,Lauren Ayala
Maintenance,Mechanical,61186 Johnathan Prairie Suite 979,1.47 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1571875200,1572825600,Edward Woods
Building,New Construction,62155 Sharon Estates,0.62 acres,Lawson Group,5562 Deleon Isle Expressway,1571875200,1572652800,Stephanie White
Building,Rennovation,573 David Loop,0.99 acres,Roth-Garcia,5547 Schroeder Glens Courts,1571961600,1573257600,Brian Ochoa
Maintenance,Electrical,09035 Little Harbors Apt. 825,1.82 acres,Mercado and Sons,8410 Katie Heights Flats,1571961600,1572652800,Edward Woods
Building,New Construction,920 Brandon Vista Suite 287,1.81 acres,Lucero-Rich,6977 Ward Glens Dale,1571961600,1572652800,Edward Woods
Maintenance,Plumbing,2084 Doyle Trail Suite 358,1.55 acres,Mercado and Sons,8410 Katie Heights Flats,1571961600,1572912000,Stephanie White
Building,Rennovation,4629 Cordova Prairie,0.67 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1572048000,1573862400,Edward Woods
Building,New Construction,2271 Hayes Coves,1.34 acres,Mercado and Sons,8410 Katie Heights Flats,1572048000,1572825600,Brian Ochoa
Building,Rennovation,78385 Brittany Junctions Suite 870,0.38 acres,Mercado and Sons,8410 Katie Heights Flats,1572220800,1574035200,Stephanie White
Maintenance,Plumbing,154 Margaret Forges Suite 131,1.03 acres,Lucero-Rich,6977 Ward Glens Dale,1572220800,1573084800,Stephanie White
Building,Rennovation,820 Villa Court Apt. 307,1.38 acres,Quinn Inc,7398 Young Meadow Falls,1572307200,1574467200,Lauren Ayala
Maintenance,Electrical,367 Morris Walk,1.98 acres,Reese Ltd,2506 Johnson Garden Run,1572307200,1572825600,Brian Ochoa
Maintenance,Plumbing,2694 Kyle Ville Suite 079,1.02 acres,Reese Ltd,2506 Johnson Garden Run,1572307200,1573171200,Stephanie White
Maintenance,Plumbing,085 Smith Common Apt. 907,1.07 acres,Bray Ltd,6147 Amanda Center Pines,1572393600,1573344000,Stephanie White
Building,New Construction,15368 Mcpherson Lodge Apt. 903,1.58 acres,Quinn Inc,7398 Young Meadow Falls,1572393600,1573084800,Brian Ochoa
Building,Rennovation,879 Bradley Union Suite 390,1.54 acres,Quinn Inc,7398 Young Meadow Falls,1572393600,1574726400,Stephanie White
Building,Rennovation,28918 Snow Heights,1.01 acres,Mercado and Sons,8410 Katie Heights Flats,1572393600,1574640000,Brian Ochoa
Maintenance,Mechanical,5802 Woods Row Apt. 054,1.17 acres,Roth-Garcia,5547 Schroeder Glens Courts,1572393600,1573171200,Brian Ochoa
Maintenance,Plumbing,559 Padilla Lodge Apt. 114,1.35 acres,Blair-Williams,2618 Marshall Summit Passage,1572393600,1572912000,Edward Woods
Maintenance,Electrical,334 Graham Parkways,1.58 acres,Roth-Garcia,5547 Schroeder Glens Courts,1572480000,1573516800,Stephanie White
Maintenance,Electrical,792 Eric Estate,1.04 acres,Reese Ltd,2506 Johnson Garden Run,1572480000,1573257600,Lauren Ayala
Maintenance,Electrical,535 Matthew Stravenue,0.81 acres,Quinn Inc,7398 Young Meadow Falls,1572480000,1573084800,Lauren Ayala
Building,New Construction,54713 Flores Circles Suite 286,1.73 acres,Lawson Group,5562 Deleon Isle Expressway,1572480000,1573257600,Lauren Ayala
Maintenance,Mechanical,81210 Robert Roads,1.33 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1572480000,1573084800,Brian Ochoa
Building,New Construction,2515 Benjamin Loop Suite 965,1.17 acres,Lawson Group,5562 Deleon Isle Expressway,1572480000,1573344000,Stephanie White
Maintenance,Mechanical,0080 Scott Tunnel,1.26 acres,Roth-Garcia,5547 Schroeder Glens Courts,1572480000,1573516800,Stephanie White
Maintenance,Electrical,68891 George Forest Suite 679,0.81 acres,Roth-Garcia,5547 Schroeder Glens Courts,1572480000,1573171200,Lauren Ayala
Maintenance,Electrical,390 Linda Fort,3.06 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1572480000,1573603200,Edward Woods
Maintenance,Electrical,26137 Thomas Via,0.99 acres,Roth-Garcia,5547 Schroeder Glens Courts,1572566400,1573084800,Brian Ochoa
Maintenance,Electrical,64022 Atkins Fall,0.42 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1572566400,1572998400,Brian Ochoa
Maintenance,Plumbing,7745 Goodwin Manor Apt. 407,0.74 acres,Reese Ltd,2506 Johnson Garden Run,1572652800,1573344000,Edward Woods
Building,New Construction,57094 Robert Knolls Apt. 196,1.75 acres,Blair-Williams,2618 Marshall Summit Passage,1572739200,1573430400,Brian Ochoa
Building,Rennovation,84883 Lisa View Apt. 760,1.37 acres,Quinn Inc,7398 Young Meadow Falls,1572739200,1574467200,Brian Ochoa
Building,New Construction,662 Campbell Passage,0.6 acres,Lawson Group,5562 Deleon Isle Expressway,1572739200,1573516800,Stephanie White
Building,Rennovation,0078 Wilkerson Estates,0.95 acres,Lawson Group,5562 Deleon Isle Expressway,1572825600,1574985600,Stephanie White
Maintenance,Plumbing,919 Shannon Rue Suite 075,1.51 acres,Reese Ltd,2506 Johnson Garden Run,1572825600,1573430400,Lauren Ayala
Maintenance,Plumbing,76835 April Orchard Suite 104,0.46 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1572912000,1573344000,Brian Ochoa
Building,Rennovation,71937 Nelson Place,1.17 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1572912000,1574899200,Edward Woods
Maintenance,Mechanical,0611 Jefferson Unions Apt. 266,1.03 acres,Blair-Williams,2618 Marshall Summit Passage,1572998400,1573948800,Lauren Ayala
Building,Rennovation,967 Perez Wall,0.99 acres,Reese Ltd,2506 Johnson Garden Run,1572998400,1574985600,Lauren Ayala
Maintenance,Mechanical,47845 Vaughan Cliff Apt. 010,1.77 acres,Mercado and Sons,8410 Katie Heights Flats,1572998400,1573776000,Edward Woods
Maintenance,Plumbing,4004 Hill Motorway Apt. 099,0.97 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1572998400,1573948800,Stephanie White
Building,New Construction,28813 Gomez Ways,1.06 acres,Lucero-Rich,6977 Ward Glens Dale,1572998400,1573948800,Stephanie White
Building,New Construction,97947 Linda Wells Suite 215,0.55 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1573084800,1573430400,Brian Ochoa
Building,New Construction,694 Crosby Junctions Suite 197,1.15 acres,Lawson Group,5562 Deleon Isle Expressway,1573171200,1573948800,Edward Woods
Building,Rennovation,56069 Leslie Port,1.43 acres,Mercado and Sons,8410 Katie Heights Flats,1573171200,1575504000,Edward Woods
Maintenance,Mechanical,9693 Tracie Shoal,0.86 acres,Lucero-Rich,6977 Ward Glens Dale,1573171200,1574208000,Stephanie White
Maintenance,Plumbing,6816 Harvey Isle Apt. 434,1.49 acres,Bray Ltd,6147 Amanda Center Pines,1573171200,1573862400,Lauren Ayala
Building,Rennovation,88560 Christopher Oval,2.39 acres,Quinn Inc,7398 Young Meadow Falls,1573171200,1575331200,Lauren Ayala
Building,Rennovation,1812 Robert Harbor,1.48 acres,Mercado and Sons,8410 Katie Heights Flats,1573257600,1575676800,Stephanie White
Maintenance,Mechanical,33902 Michelle Points,1.63 acres,Blair-Williams,2618 Marshall Summit Passage,1573257600,1573948800,Edward Woods
Maintenance,Plumbing,93220 Crystal Valley,0.7 acres,Lawson Group,5562 Deleon Isle Expressway,1573257600,1573689600,Lauren Ayala
Building,Rennovation,01808 Ronald Burg,0.52 acres,Mercado and Sons,8410 Katie Heights Flats,1573257600,1575158400,Stephanie White
Building,New Construction,6435 Brian Glens,0.67 acres,Quinn Inc,7398 Young Meadow Falls,1573430400,1574035200,Brian Ochoa
Maintenance,Plumbing,26241 Quinn Canyon Apt. 641,0.89 acres,Blair-Williams,2618 Marshall Summit Passage,1573430400,1573862400,Lauren Ayala
Building,Rennovation,817 Mccarthy Canyon Apt. 134,0.55 acres,Lawson Group,5562 Deleon Isle Expressway,1573516800,1575331200,Lauren Ayala
Maintenance,Mechanical,398 Ramirez Road Apt. 272,2.62 acres,Lawson Group,5562 Deleon Isle Expressway,1573516800,1574726400,Stephanie White
Maintenance,Mechanical,6245 Vasquez Spurs,1.37 acres,Lucero-Rich,6977 Ward Glens Dale,1573603200,1574380800,Edward Woods
Maintenance,Electrical,797 Jose Stravenue,1.02 acres,Mercado and Sons,8410 Katie Heights Flats,1573603200,1574380800,Edward Woods
Building,Rennovation,027 Wade Burg Apt. 690,1.17 acres,Lucero-Rich,6977 Ward Glens Dale,1573689600,1575590400,Brian Ochoa
Maintenance,Plumbing,107 Kari Ports Apt. 094,0.8 acres,Roth-Garcia,5547 Schroeder Glens Courts,1573689600,1574035200,Lauren Ayala
Building,New Construction,63645 Matthews Forge,0.49 acres,Bray Ltd,6147 Amanda Center Pines,1573689600,1574467200,Stephanie White
Maintenance,Plumbing,772 Thompson Lights,2.16 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1573776000,1574553600,Edward Woods
Building,New Construction,69009 Jennifer Village Apt. 631,0.46 acres,Bray Ltd,6147 Amanda Center Pines,1573776000,1574208000,Edward Woods
Maintenance,Electrical,87885 Green Mount Suite 478,1.38 acres,Lawson Group,5562 Deleon Isle Expressway,1573776000,1574812800,Stephanie White
Building,Rennovation,5279 Mendez Fort Apt. 720,1.74 acres,Blair-Williams,2618 Marshall Summit Passage,1573776000,1576195200,Stephanie White
Maintenance,Electrical,8377 Michael Ford Apt. 837,0.98 acres,Blair-Williams,2618 Marshall Summit Passage,1573776000,1574467200,Lauren Ayala
Maintenance,Mechanical,1117 Robin Curve Apt. 977,1.37 acres,Lucero-Rich,6977 Ward Glens Dale,1573776000,1574726400,Stephanie White
Building,New Construction,6509 Smith Underpass,0.86 acres,Quinn Inc,7398 Young Meadow Falls,1573776000,1574553600,Stephanie White
Building,New Construction,755 Martin Point Apt. 931,0.74 acres,Mercado and Sons,8410 Katie Heights Flats,1573862400,1574726400,Stephanie White
Maintenance,Mechanical,69040 Hopkins Island,1.49 acres,Lucero-Rich,6977 Ward Glens Dale,1573862400,1574812800,Edward Woods
Maintenance,Electrical,3935 Cooley Pass,0.38 acres,Quinn Inc,7398 Young Meadow Falls,1573948800,1574467200,Lauren Ayala
Maintenance,Plumbing,283 James Unions,0.98 acres,Quinn Inc,7398 Young Meadow Falls,1573948800,1574640000,Stephanie White
Maintenance,Plumbing,68738 Brown Ford Apt. 621,2.05 acres,Roth-Garcia,5547 Schroeder Glens Courts,1573948800,1574812800,Brian Ochoa
Building,Rennovation,60785 Kevin Square Apt. 286,1.25 acres,Quinn Inc,7398 Young Meadow Falls,1573948800,1575936000,Brian Ochoa
